file,rhythmic_entropy,melodic_range,hnr,spectral_centroid,spectral_bandwidth,zero_crossing_rate,rms_energy
S2903RN_segment_1_stretched.mp3,-4221.0135144457,4001.631,4.630084407302288,2011.1491051177384,1734.937144069941,0.05502308491027008,0.3684605
S4984RN_segment_1_shifted.mp3,-4232.889840133108,3995.3958,1.8274912201540994,2534.3379692436006,2224.7728404522863,0.06771978555881308,0.47592938
U767RN_segment_1_stretched.mp3,-4655.709469769279,4001.9285,0.8241687578439606,2970.0508237333333,2313.3090237592346,0.11997039079157783,0.47732276
S3434RN_segment_1_stretched.mp3,-3222.8191929314735,3997.4421,2.7098088029081926,2039.6758169502627,1835.7628556837772,0.049729380441542285,0.36846647
S2101RN_segment_2_stretched.mp3,-3314.140697168884,3987.849,3.7981137489112267,1986.413456334246,1911.1773631389551,0.03557095937722104,0.38550073
S4134RN_segment_1_stretched.mp3,-3525.4800950916556,3996.3896,3.673745384412779,2237.754520320446,1967.2429322148485,0.056723566875444206,0.39486754
S753RN_segment_1_stretched.mp3,-3144.2921084107174,3999.446,3.205592401377656,2301.683454429093,1901.884785391837,0.07465324049395877,0.3747936
S01RN_segment_1_stretched.mp3,-4413.480421340612,3997.4062,4.025703343829252,2722.9573278329995,2393.538758871458,0.06239311256218905,0.47542664
S491RN_segment_2_stretched.mp3,-4487.494818398797,4001.8555,3.4796025438118017,2956.48444568217,2387.895710882076,0.10043150597459133,0.47583273
U1061RN_segment_2_stretched.mp3,-4110.7173354271945,3953.386,0.1451004553853227,2297.40206755605,2178.172136425052,0.04734384717039801,0.4759705
S4087RN_segment_1_shifted.mp3,-4356.502084340536,3994.7893,1.3527372862934197,2599.501655368649,2245.604753491114,0.07143308291133618,0.4756303
S4936RN_segment_2_stretched.mp3,-4333.700536196366,3991.3877,5.125871699996164,2402.5572335390616,2385.6093797072053,0.04158233664267946,0.47570506
S490RN_segment_1_stretched.mp3,-4122.463811078763,4000.4944,4.042672062024817,2841.111683522327,2386.71165662137,0.08413325393123668,0.4746224
S4786RN_segment_1_shifted.mp3,-4340.514804125312,3998.634,4.8287424582081355,2609.83929947403,2293.514205187994,0.06471097359186212,0.47494617
U1863RN_segment_1_stretched.mp3,-3907.1520803208923,4001.8481,0.6599398671391371,2986.938758655919,2243.6854364978517,0.12898919187544422,0.4753596
S2728RN_segment_2_stretched.mp3,-4790.690739507239,4001.6812,3.0711837550488963,2544.302192793972,2261.242624288175,0.06556329679726368,0.4757321
S60RN_segment_1_shifted.mp3,-4727.454485115145,3970.0874,7.628780685029903,2404.725904407002,2278.429348359451,0.0413123417510661,0.4746043
S3337RN_segment_2_shifted.mp3,-3679.942307374698,3999.5286,3.955258490961689,2392.8492650285907,2296.5106599233,0.04923485252309879,0.47585595
U1004RN_segment_2_shifted.mp3,-8008.202541163079,4001.8005,1.6414678103151392,2857.4938732396836,2260.648580089678,0.1199117415156361,0.47248942
S1874RN_segment_2_stretched.mp3,-3569.181198930861,4001.8906,3.3509091345888335,2407.5404007100224,2027.9291219209979,0.07387275397565743,0.41032895
S5054RN_segment_1_shifted.mp3,-4107.2503588154395,3999.9727,3.930589672423935,2654.4551986994707,2317.551801240168,0.07968701414800995,0.47467458
