file,rhythmic_entropy,melodic_range,hnr,spectral_centroid,spectral_bandwidth,zero_crossing_rate,rms_energy
U548RN_segment_1.mp3,-4597.40144422788,4000.7422,-0.6665396,1381.0419243079975,1548.2078377470516,0.08400693241382373,0.18855208
S4839RN_segment_2.mp3,-5150.750275026023,3995.117,6.105467,2220.666369615575,2341.6963462386334,0.07671082367181947,0.1848764
S3907RN_segment_2.mp3,-5279.348730326755,3996.2983,66.149086,1446.0521165312407,1914.9311306564323,0.046277055015103055,0.22087556
S616RN_segment_2.mp3,-5039.793290212458,4001.8376,1.3034889,2653.8590654748787,2168.798199360536,0.15708288912579957,0.12195703
S2872RN_segment_1.mp3,-4666.0148339198695,4001.5662,-59.364346,2035.4230771081698,2202.8238410295385,0.08793886316186922,0.18296422
S2934RN_segment_2.mp3,-4708.273304080414,4001.1428,-88.93483,1528.9341239277696,1800.1329066949897,0.057115371801705755,0.15446657
S3016RN_segment_2.mp3,-3970.148751967784,3999.9844,4.2161245,2207.867100746404,2189.7572911140933,0.10298500521943853,0.14778642
S1209RN_segment_2.mp3,-5385.361477999488,3999.1985,27.119688,1472.4964069317552,1590.673445770201,0.060542710554371,0.0942669
S2118RN_segment_2.mp3,-7045.4978921447055,3944.7776,-23.064577,2094.764274829216,2090.112629656402,0.08099430303837953,0.14599355
S292RN_segment_1.mp3,-4729.681807960284,4001.2937,3.2458866,2071.2837297375727,2123.7670244022756,0.0757811111851457,0.21874237
S4783RN_segment_1.mp3,-4758.453986909459,3999.618,-37.521538,1651.5239699244507,1901.6848175140883,0.06257738928127221,0.2429482
S3744RN_segment_1.mp3,-7744.561670192474,3924.5298,2.950611,1387.6034600428504,1863.5064960265854,0.055405172796730635,0.104286276
U336R_segment_1.mp3,-4798.106870029007,3975.3425,1.7197661,1976.7059146463157,1898.983862481918,0.09695072350302061,0.18298572
S329RN_segment_1.mp3,-5816.953064325195,2638.8716,21.261463,1202.190284659622,1654.9817615755126,0.036907399386993604,0.09982655
S4239RN_segment_1.mp3,-6065.685835155958,3988.8071,-6.113633,1979.8579186578318,2140.2694117953088,0.06899098258706468,0.25810453
S514RN_segment_2.mp3,-5608.317036608142,4000.1155,-14.730997,1481.1409969213566,1918.6067304792762,0.04745108164534471,0.18335675
U1120RN_segment_1.mp3,-4405.720495435482,4001.474,29.006306,2178.024372441222,2060.2527521298634,0.11098594638415067,0.199391
S3433RN_segment_1.mp3,-4610.454231785331,4001.3572,-0.9457105,2239.611948316684,2062.090690060415,0.11240255197228145,0.14429922
U350RN_segment_1.mp3,-4171.19311718253,3991.0156,1.4996834,1814.5067190758139,1536.0692208636633,0.1316471492981521,0.20047429
S1848RN_segment_2.mp3,-5406.160503672934,3799.1519,-1.1502942,1913.3835016976418,2149.746686662453,0.0763495580135039,0.18280147
U577RN_segment_1.mp3,-4220.300514880883,4000.5234,3.4866698,2042.192560992007,1997.1361048897913,0.10676493370202558,0.20060031
